Age,StudyHours,Attendance,Assignments,InternetAccess,Extracurricular,StressLevel,Motivation,ExamScore
15,8.1,61.7,63.6,Yes,Yes,Low,Medium,93.5
18,4.6,90.9,16.5,Yes,Yes,Medium,Medium,76.6
21,5.5,66.9,43.0,No,Yes,Medium,High,68.9
22,4.3,91.4,28.7,Yes,Yes,Medium,High,81.6
16,0.4,50.0,73.7,No,Yes,Low,Medium,64.1
17,1.7,65.4,45.3,Yes,No,High,Low,62.6
22,4.5,62.1,98.9,Yes,No,Medium,Medium,81.4
22,2.1,61.7,5.5,Yes,Yes,Medium,High,74.7
20,0.5,53.4,35.5,Yes,No,Medium,High,68.9
22,8.4,59.4,48.2,No,Yes,High,High,84.4
22,9.8,77.8,50.3,Yes,No,Low,High,93.3
20,7.9,64.6,31.6,Yes,No,Low,Medium,79.3
17,8.5,70.9,72.9,Yes,No,Medium,Medium,76.7
22,2.4,68.8,87.5,Yes,Yes,Medium,High,74.1
18,9.6,93.8,93.9,Yes,Yes,Low,High,100.0
18,2.0,95.3,80.5,Yes,Yes,High,Medium,71.7
19,9.5,74.6,85.1,Yes,No,Medium,Low,99.5
20,9.9,66.5,55.1,Yes,Yes,Medium,High,93.1
19,7.1,55.3,82.6,No,No,Low,Medium,76.7
20,9.8,97.7,30.4,Yes,Yes,Low,Medium,100.0
21,5.7,53.0,39.8,Yes,No,Medium,Medium,57.1
21,2.6,64.9,31.7,Yes,Yes,High,Medium,48.9
22,4.4,64.9,46.7,Yes,Yes,Medium,Medium,92.1
16,5.9,66.0,28.6,Yes,Yes,High,High,74.6
21,0.7,58.2,96.2,Yes,Yes,High,Medium,65.2
16,6.2,89.2,31.3,Yes,Yes,Medium,Low,85.3
21,9.8,56.1,9.8,Yes,No,Medium,Medium,58.7
15,1.9,81.7,52.7,Yes,Yes,Medium,High,93.8
21,7.9,56.2,5.7,Yes,Yes,Medium,High,76.5
19,9.1,53.5,11.1,Yes,No,Low,High,91.1
17,9.4,95.5,21.9,Yes,Yes,Medium,High,92.4
22,9.6,59.5,46.4,No,No,Low,Low,58.5
19,5.2,91.1,43.3,Yes,No,High,Low,73.3
17,9.8,77.2,80.0,Yes,Yes,High,Medium,75.9
18,7.6,53.9,73.9,Yes,Yes,Low,Medium,80.9
19,1.6,97.8,42.6,Yes,Yes,Medium,High,88.1
18,4.8,62.3,33.4,Yes,No,Medium,Medium,54.6
16,7.2,93.0,31.6,Yes,Yes,Medium,High,92.1
16,2.5,58.4,77.4,Yes,No,Low,Medium,68.8
15,6.4,92.7,5.2,Yes,No,Medium,Medium,68.5
21,6.7,50.7,1.3,Yes,Yes,Low,Medium,72.9
19,1.6,75.6,79.6,Yes,No,Low,Medium,76.4
18,5.7,88.5,47.7,Yes,No,Low,Medium,88.0
17,7.7,96.7,13.1,Yes,Yes,Low,Medium,93.4
16,5.0,95.5,23.6,Yes,No,Medium,Medium,68.2
21,0.1,91.0,93.3,Yes,No,High,Medium,59.3
16,0.1,94.4,86.0,Yes,Yes,Medium,Low,85.0
17,3.6,60.0,71.0,Yes,Yes,Medium,Medium,78.2
21,9.3,64.2,48.2,Yes,Yes,Low,Medium,92.1
21,2.3,64.4,52.0,No,Yes,Medium,Low,52.9
18,6.3,68.9,97.5,Yes,No,Low,Medium,82.2
18,2.2,69.7,96.6,Yes,Yes,Medium,Medium,77.8
19,3.2,77.2,21.5,No,No,High,Medium,41.6
19,8.5,58.0,81.1,Yes,Yes,Low,Low,95.3
20,7.3,84.6,19.7,Yes,Yes,Medium,Medium,92.4
22,1.0,58.4,21.4,Yes,No,Low,Medium,54.0
20,4.3,65.5,67.6,Yes,No,Medium,Medium,70.2
15,0.3,75.2,40.5,Yes,Yes,Low,High,71.5
16,4.8,89.8,93.2,Yes,Yes,Medium,Medium,93.4
19,6.6,87.0,8.9,Yes,Yes,Low,Medium,98.4
18,1.2,82.3,51.2,Yes,Yes,Medium,High,76.1
17,2.9,57.8,91.9,Yes,Yes,Medium,Medium,70.1
18,4.0,77.4,90.4,No,Yes,Medium,High,82.5
16,9.2,54.4,15.7,Yes,No,Medium,Medium,76.4
20,9.9,68.9,36.7,Yes,Yes,High,Medium,91.0
18,0.4,70.7,61.9,Yes,No,Medium,High,58.6
22,7.6,52.0,15.9,No,No,Low,Low,44.4
15,3.7,63.7,96.8,Yes,Yes,Low,Medium,75.7
16,3.9,97.8,91.5,Yes,No,High,Medium,90.5
20,7.5,97.7,16.7,No,Yes,Medium,Medium,84.6
22,9.2,67.6,12.1,Yes,No,Medium,Medium,75.8
17,9.5,52.2,8.5,No,Yes,Low,Medium,77.1
20,5.8,59.0,90.9,Yes,Yes,Medium,High,95.5
21,3.6,69.6,19.4,Yes,No,Low,High,80.0
22,7.9,97.4,41.6,No,Yes,High,Medium,92.2
22,2.5,57.1,44.9,Yes,No,High,High,57.7
15,5.6,88.2,59.9,Yes,No,Low,Medium,83.8
16,3.6,55.4,7.2,Yes,Yes,Medium,Medium,68.3
17,6.6,99.1,22.7,No,Yes,Low,High,80.8
15,2.4,69.1,93.1,Yes,Yes,Medium,High,77.7
20,1.9,88.8,90.8,Yes,No,High,High,86.4
15,9.2,67.1,78.1,Yes,No,Medium,Low,86.7
22,1.0,81.4,1.9,Yes,Yes,Medium,Medium,54.9
16,5.1,59.6,32.7,Yes,Yes,Low,High,79.2
19,2.2,57.3,62.8,Yes,No,High,Medium,48.3
15,0.4,96.9,27.5,Yes,Yes,Medium,Medium,87.7
21,0.4,95.9,91.0,Yes,No,Medium,Medium,81.9
15,1.8,94.4,63.4,Yes,No,Low,High,100.0
20,8.7,81.3,7.2,Yes,No,Medium,Medium,83.7
20,2.8,90.4,90.9,Yes,Yes,High,Medium,85.1
17,9.5,53.5,95.8,No,Yes,Medium,Low,63.1
20,5.8,66.7,7.8,Yes,Yes,Medium,Medium,70.4
18,4.4,65.7,53.2,Yes,Yes,Medium,High,92.3
16,5.8,81.8,30.3,Yes,No,Medium,Low,76.7
16,5.2,67.8,39.3,Yes,Yes,Medium,Medium,86.3
19,7.6,57.4,18.0,Yes,No,Low,Medium,68.5
19,2.8,79.8,57.8,Yes,Yes,Medium,Low,65.4
16,3.5,90.7,95.8,Yes,Yes,Medium,Medium,83.9
21,8.9,69.1,50.3,No,Yes,Medium,Low,69.2
19,9.5,56.6,8.3,Yes,No,High,Medium,68.3
17,8.9,59.8,62.0,Yes,Yes,Medium,Medium,71.8
20,4.2,61.9,34.0,Yes,Yes,Low,High,82.5
16,7.8,65.0,85.6,No,No,High,High,72.8
22,4.8,82.1,43.5,Yes,Yes,Medium,Medium,79.2
19,5.0,80.0,19.3,Yes,Yes,Medium,Low,64.3
16,2.0,84.8,19.1,Yes,Yes,Medium,High,77.3
18,5.9,68.1,76.9,Yes,Yes,Medium,Medium,81.0
15,1.9,91.2,26.6,Yes,No,Low,Low,71.2
20,3.3,60.2,76.7,Yes,Yes,Medium,High,63.3
16,8.6,73.5,20.6,Yes,Yes,High,Medium,81.5
15,2.1,90.0,32.2,Yes,Yes,Medium,Medium,61.7
19,0.7,59.0,46.5,Yes,No,Medium,Medium,54.5
15,0.7,55.5,94.3,Yes,Yes,Low,Medium,70.4
20,9.4,94.2,93.2,Yes,No,Low,High,100.0
16,5.1,67.1,20.7,Yes,Yes,Medium,Medium,71.1
18,4.1,84.2,35.8,Yes,Yes,Medium,Low,70.1
21,8.1,51.3,14.9,Yes,No,High,High,61.9
19,8.4,84.5,51.0,Yes,Yes,Medium,High,78.0
16,3.3,65.8,46.1,Yes,No,Medium,Medium,83.9
20,6.9,52.8,90.1,Yes,Yes,Medium,Medium,70.4
19,7.7,80.5,93.0,No,No,Low,Low,76.9
17,6.5,62.0,38.4,Yes,Yes,High,High,72.6
15,1.5,69.3,49.2,Yes,No,Medium,Low,69.2
21,8.8,54.0,89.6,Yes,Yes,Low,Low,80.5
20,5.4,57.4,80.7,Yes,Yes,Medium,Medium,67.8
17,2.8,64.9,0.4,Yes,Yes,High,Low,56.0
22,4.3,54.5,32.0,Yes,Yes,High,Low,49.1
16,0.4,95.5,42.2,No,Yes,Low,Medium,71.7
18,1.3,50.3,23.0,Yes,Yes,High,Low,47.7
19,7.7,74.2,20.0,No,Yes,Low,Low,73.9
15,0.0,56.2,3.8,Yes,No,Low,Low,49.0
19,4.2,65.4,64.3,Yes,No,High,Medium,57.4
21,5.2,96.3,26.3,Yes,No,High,High,76.0
16,0.5,58.1,5.2,Yes,Yes,Medium,High,63.6
19,9.7,98.3,23.1,Yes,Yes,Medium,Medium,100.0
15,2.3,60.3,80.2,Yes,Yes,High,Medium,54.1
16,3.0,87.1,85.1,Yes,No,Medium,Low,87.5
19,3.0,77.3,48.3,No,Yes,High,Low,55.3
18,2.3,94.2,41.6,Yes,Yes,Medium,Medium,79.5
20,0.0,77.7,97.8,Yes,No,High,Medium,75.1
16,7.3,76.7,20.1,No,Yes,High,High,64.9
20,9.7,59.8,21.5,Yes,No,Low,Medium,64.3
22,2.2,58.3,29.2,Yes,No,High,Medium,50.3
16,6.6,95.8,17.3,Yes,Yes,Medium,Low,69.4
18,7.4,66.4,37.9,Yes,Yes,Medium,High,86.0
20,8.5,68.6,91.1,Yes,Yes,Medium,Medium,87.9
17,4.2,88.0,61.5,Yes,No,Low,High,80.0
15,3.0,66.9,41.2,Yes,Yes,Medium,Medium,66.2
17,3.3,97.6,93.4,Yes,No,High,High,77.6
19,7.1,86.9,4.8,Yes,Yes,Low,High,98.6
18,8.2,79.9,21.0,Yes,Yes,Medium,High,100.0
17,1.8,94.0,56.6,Yes,Yes,High,Medium,74.6
16,3.7,52.5,61.6,Yes,No,Medium,Medium,68.1
19,9.0,62.9,4.0,Yes,Yes,Medium,Medium,71.4
19,8.1,73.3,40.3,Yes,No,Medium,High,81.1
17,9.8,61.3,64.9,Yes,Yes,Medium,Medium,93.3
22,7.5,87.2,69.8,Yes,Yes,Medium,Low,85.6
17,3.9,96.0,63.8,No,No,High,Medium,48.8
22,5.9,71.2,32.1,Yes,No,Medium,Low,67.3
18,6.6,67.1,9.4,Yes,Yes,High,Medium,65.0
15,0.8,98.1,42.7,Yes,Yes,Medium,Medium,77.0
17,5.4,72.2,12.9,Yes,No,Medium,Medium,71.6
21,7.1,74.5,94.8,Yes,Yes,Medium,Low,93.8
22,1.7,67.6,47.5,Yes,Yes,Medium,High,73.0
17,7.8,95.5,31.7,Yes,No,Medium,High,99.3
20,5.8,78.4,76.6,No,Yes,Low,High,86.9
16,9.5,88.1,49.8,Yes,Yes,Low,Medium,100.0
21,0.4,90.6,31.0,Yes,Yes,Low,High,80.8
21,2.7,67.1,81.2,Yes,No,Low,Medium,69.3
22,6.0,71.7,86.7,Yes,No,Medium,Medium,67.4
20,3.0,92.4,67.3,No,Yes,Low,Low,67.2
20,7.1,68.2,4.7,No,Yes,Medium,Medium,66.0
19,7.6,89.7,56.6,Yes,Yes,Low,Low,99.0
22,1.0,97.0,76.3,No,No,Medium,High,65.8
15,5.1,81.2,13.7,Yes,Yes,Medium,Low,61.1
16,5.1,87.1,22.9,No,No,Low,Medium,72.8
18,3.7,90.3,88.2,Yes,Yes,High,Medium,77.5
21,9.3,92.3,2.0,Yes,No,Low,Medium,89.1
18,8.3,69.8,75.3,Yes,Yes,Medium,Medium,83.7
17,7.0,52.6,47.4,Yes,No,High,Low,42.3
17,7.1,70.1,44.7,Yes,Yes,Medium,High,90.8
18,4.6,83.7,0.7,Yes,Yes,Low,Medium,79.4
17,9.2,72.5,81.9,Yes,No,Medium,Medium,99.2
15,6.9,87.4,36.0,Yes,No,Medium,High,91.2
20,7.3,67.8,54.1,Yes,Yes,High,High,70.5
17,8.6,81.7,67.7,No,No,High,High,85.9
19,2.7,59.3,70.3,Yes,Yes,Medium,Medium,63.1
17,8.1,87.5,95.6,No,No,High,Medium,71.0
16,2.0,77.3,53.1,Yes,Yes,Low,Medium,65.9
15,3.5,60.2,40.0,Yes,Yes,Low,High,79.3
16,3.4,64.6,95.4,Yes,Yes,High,High,79.1
16,9.8,87.4,64.2,Yes,Yes,Low,Low,95.1
19,8.6,74.1,29.8,Yes,No,Low,Medium,85.9
15,7.0,60.8,12.6,Yes,Yes,Low,High,79.9
15,7.3,98.4,84.3,Yes,Yes,Medium,Medium,95.9
22,5.6,85.8,36.2,Yes,Yes,Medium,Medium,75.3
15,9.5,97.9,66.0,Yes,No,Medium,Medium,84.4
15,5.0,71.4,47.1,Yes,Yes,Low,Medium,81.5
15,3.8,73.8,19.9,Yes,Yes,Medium,High,77.6
19,1.6,94.9,60.2,Yes,No,High,Medium,71.1
17,7.9,76.3,6.1,Yes,Yes,High,Medium,74.2
22,7.3,85.4,41.3,Yes,No,Medium,Low,64.1
16,3.8,62.6,54.7,Yes,No,High,Low,51.1
15,0.3,72.3,43.6,Yes,Yes,Medium,Medium,55.8
21,8.4,56.2,74.9,Yes,No,Low,Medium,99.3
17,0.1,60.3,82.8,Yes,No,Low,Medium,66.7
17,7.0,50.0,77.1,Yes,Yes,Low,Medium,80.7
16,9.7,52.0,3.9,Yes,Yes,Medium,High,76.4
19,4.4,98.9,19.4,Yes,No,Low,Medium,81.1
18,2.3,62.1,53.7,Yes,Yes,Medium,Medium,65.3
18,7.0,83.2,93.5,Yes,No,Low,High,100.0
17,8.2,92.0,83.5,Yes,Yes,High,Medium,93.8
20,5.5,77.5,84.3,Yes,Yes,Medium,High,99.1
20,9.7,57.7,30.3,Yes,Yes,High,Medium,72.9
16,0.5,86.4,42.9,Yes,Yes,High,High,73.8
18,5.0,80.0,47.1,No,Yes,Low,High,78.5
17,7.2,86.6,15.7,Yes,No,Medium,Medium,72.9
19,8.6,88.5,3.1,Yes,No,Low,High,100.0
18,1.8,98.8,94.7,Yes,No,High,High,83.4
17,8.0,78.7,24.1,Yes,No,Medium,Medium,74.1
17,5.5,67.1,24.0,Yes,No,Low,Medium,72.0
15,4.0,82.4,8.3,Yes,Yes,Low,Medium,75.0
19,1.3,53.4,92.9,Yes,No,Medium,High,72.6
15,8.7,94.9,58.0,Yes,Yes,High,Medium,100.0
16,1.6,56.0,66.7,Yes,No,Medium,Low,52.4
15,3.1,66.4,91.2,No,No,High,Low,56.9
21,2.9,90.8,34.6,Yes,Yes,Medium,Medium,92.4
15,8.7,79.9,62.2,No,Yes,Low,Medium,92.4
